Elección extraordinaria para la Senaduría del estado de Tamaulipas 2023
20/02/2023 00:00 (UTC-6)
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA
4778,3864,4,3860,80.7869,3801,79.5521,18.0828,59,2233443,466713,466713,20.8965
CLAVE_CASILLA,CLAVE_ACTA,ID_ENTIDAD,ENTIDAD,ID_DISTRITO_FEDERAL,DISTRITO_FEDERAL,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,UBICACION_CASILLA,TIPO_ACTA,TOTAL_BOLETAS_SOBRANTES,TOTAL_PERSONAS_VOTARON,TOTAL_REP_PARTIDO_CI_VOTARON,TOTAL_VOTOS_SACADOS,PAN,PRI,PRD,PVEM,PT,MORENA,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PT-MORENA,NO_REGISTRADAS,NULOS,TOTAL_VOTOS_ASENTADO,TOTAL_VOTOS_CALCULADO,LISTA_NOMINAL,REPRESENTANTES_PP_CI,OBSERVACIONES,CONTABILIZADA,MECANISMOS_TRASLADO,CODIGO_INTEGRIDAD,FECHA_HORA_ACOPIO,FECHA_HORA_CAPTURA,FECHA_HORA_VERIFICACION,ORIGEN,DIGITALIZACION,TIPO_DOCUMENTO,COTEJADA
'281404C0100','281404C01002',28,TAMAULIPAS,008,Tampico,1404,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,421,12, ,-,-,-,-,-,-,-,-,-,-
'281405B0100','281405B01002',28,TAMAULIPAS,008,Tampico,1405,01,B,00,1,2,334,Ilegible,4,102,Ilegible,1,Sin dato,4,3,56,Sin dato,Ilegible,Sin dato,1,56,Sin dato,2,102,123,420,2,"['Ilegible', 'Sin dato']",1,D,898a49755d69a55edddc38ad8695c075bb9cf48712c76b8921e3a152ffa08278,19/02/2023 19:45:03,19/02/2023 21:45:13,19/02/2023 21:45:41,CASILLA,Móvil,Acta PREP,1
'281405C0100','281405C01002',28,TAMAULIPAS,008,Tampico,1405,01,C,00,1,2,326,102,4,106,24,4,0,4,3,64,2,0,0,0,4,0,1,106,106,420,5, ,1,F,e30dca531b30bf62300fecf6c7f024a5e15ead522a4fba390a3d7e8d6b762a1d,19/02/2023 19:34:26,19/02/2023 20:56:54,19/02/2023 20:57:57,CASILLA,Móvil,Acta PREP,1
'281406B0100','281406B01002',28,TAMAULIPAS,008,Tampico,1406,01,B,00,1,2,374,98,4,102,41,3,0,2,5,50,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,1,102,102,464,13,['Sin dato'],1,F,0cad395e4bb90ee562a6bc9e7d3a82175909b9f3bea804a3e9dc64513be3128e,19/02/2023 20:38:00,19/02/2023 21:24:52,19/02/2023 21:25:23,CATD,Escáner,Copia PE,1
'281406C0100','281406C01002',28,TAMAULIPAS,008,Tampico,1406,01,C,00,1,2,372,100,4,104,35,1,1,4,5,54,1,0,0,0,2,0,1,104,104,464,6, ,1,I,e9e57cb0a88907651c55e605461aa6b74fbdfb4cf698669b8646ed9254dbd130,19/02/2023 20:38:00,19/02/2023 21:14:32,19/02/2023 21:15:01,CATD,Escáner,Acta PREP,1
'281407B0100','281407B01002',28,TAMAULIPAS,008,Tampico,1407,01,B,00,1,2,750,157,5,157,53,6,1,7,2,86,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,155,710,12,['Sin dato'],1,F,804b872dbd9e70079133bdb17a3f72e62ebc781047db335f830e5c69e6a10cfc,19/02/2023 20:38:00,19/02/2023 22:22:09,19/02/2023 22:22:46,CATD,Escáner,Acta Consejo,1
'281408B0100','281408B01002',28,TAMAULIPAS,008,Tampico,1408,01,B,00,1,2,433,151,3,154,78,5,2,3,5,55,0,0,0,0,2,0,4,154,154,575,4, ,1,,d5d81c88ec947e7719d7bb77051887d3465b921a601fb943aa5f383ace11ec7c,19/02/2023 20:29:00,19/02/2023 21:38:17,19/02/2023 21:39:40,CATD,Escáner,Acta PREP,1
'281408C0100','281408C01002',28,TAMAULIPAS,008,Tampico,1408,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,575,4, ,-,-,-,-,-,-,-,-,-,-
'281409B0100','281409B01002',28,TAMAULIPAS,008,Tampico,1409,01,B,00,1,2,427,133,3,136,50,3,0,3,5,66,4,0,0,0,1,0,4,136,136,551,12, ,1,,948d637f6a563ac5c2b999ea1cde3b90106ab2a8255429f9c1d9df0b66c2ea26,19/02/2023 19:25:05,19/02/2023 20:57:58,19/02/2023 20:58:44,CASILLA,Móvil,Acta PREP,1
'281409C0100','281409C01002',28,TAMAULIPAS,008,Tampico,1409,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,550,4, ,-,-,-,-,-,-,-,-,-,-
'281410B0100','281410B01002',28,TAMAULIPAS,008,Tampico,1410,01,B,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,554,10, ,-,-,-,-,-,-,-,-,-,-
'281410C0100','281410C01002',28,TAMAULIPAS,008,Tampico,1410,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,553,10, ,-,-,-,-,-,-,-,-,-,-
'281411B0100','281411B01002',28,TAMAULIPAS,008,Tampico,1411,01,B,00,1,2,349,Ilegible,3,120,43,5,0,2,4,61,0,0,0,0,3,0,2,120,120,458,19, ,1,,43fe8a0daa439f2c53c3560ff4d1199759a8b257c29f8822b31ef9efbfc4ff85,19/02/2023 19:01:25,19/02/2023 21:46:10,19/02/2023 21:46:34,CASILLA,Móvil,Acta PREP,1
'281411C0100','281411C01002',28,TAMAULIPAS,008,Tampico,1411,01,C,00,1,2,336,131,3,134,42,6,1,2,1,78,1,0,0,0,1,0,2,134,134,458,7, ,1,I,97f2f2e1cec2028187eb241fcb0afba433d16e3c7d7e3bcfef254ccba0547772,19/02/2023 18:57:57,19/02/2023 19:23:21,19/02/2023 19:24:12,CASILLA,Móvil,Acta PREP,1
'281412B0100','281412B01002',28,TAMAULIPAS,008,Tampico,1412,01,B,00,1,2,296,96,3,99,33,3,0,5,5,53,0,0,0,0,0,0,0,99,99,383,16, ,1,D,af1f0b16d4720c5fd164e730fc9bccdebe392fde6206de706ed9f8b87e7ba0f1,19/02/2023 19:29:26,19/02/2023 21:28:45,19/02/2023 21:29:36,CASILLA,Móvil,Acta PREP,1
'281412C0100','281412C01002',28,TAMAULIPAS,008,Tampico,1412,01,C,00,1,2,301,91,3,94,20,1,1,7,1,62,0,0,0,0,0,0,2,94,94,383,8, ,1,D,5cec67f72dbaefdb4b4381f42931afa692c7b448d9f8745d8114414542b0c069,19/02/2023 19:36:31,19/02/2023 20:14:14,19/02/2023 20:14:45,CASILLA,Móvil,Acta PREP,1
'281413B0100','281413B01002',28,TAMAULIPAS,008,Tampico,1413,01,B,00,1,2,546,136,4,136,42,5,2,5,5,64,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,123,666,7,['Sin dato'],1,F,cf3aae4e7cbad3ed19c10f657076a1e3e4abadbaa88a4c69caf0452268a3d5d5,19/02/2023 20:31:00,19/02/2023 21:39:54,19/02/2023 21:40:22,CATD,Escáner,Acta Consejo,1
'281413C0100','281413C01002',28,TAMAULIPAS,008,Tampico,1413,01,C,00,1,2,529,146,1,147,49,2,1,2,5,82,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,4,147,147,665,14,['Sin dato'],1,I,980da320980e8d5715384fab24d3d28d11573592f89388f2d0b86c092f39fdd0,19/02/2023 20:27:00,19/02/2023 21:52:49,19/02/2023 21:53:17,CATD,Escáner,Copia PE,1
'281414B0100','281414B01002',28,TAMAULIPAS,008,Tampico,1414,01,B,00,1,2,428,139,3,142,24,3,1,3,4,102,0,0,0,0,4,0,1,142,142,558,11, ,1,D,6770d79ca001eab517a9e5ff4d06c72119057d87a95c86225c77bd3a13238ddd,19/02/2023 22:49:00,19/02/2023 22:55:38,19/02/2023 22:56:06,CATD,Escáner,Acta PREP,3
'281414C0100','281414C01002',28,TAMAULIPAS,008,Tampico,1414,01,C,00,1,2,440,126,3,129,40,1,1,2,5,76,Sin dato,1,Sin dato,Sin dato,2,Sin dato,1,129,129,557,1,['Sin dato'],1,I,895a2e266100791b05dedd457988a7938789f94c304d19664bc3d8a5ae46cede,19/02/2023 18:52:32,19/02/2023 19:12:03,19/02/2023 19:12:35,CASILLA,Móvil,Acta PREP,1
'281415B0100','281415B01002',28,TAMAULIPAS,008,Tampico,1415,01,B,00,1,2,Ilegible,129,3,132,60,5,0,3,4,58,0,0,0,0,2,0,0,132,132,455,8, ,1,,4aff6a94f61e2e04a8c79a2139ad7a2c65731c8293d0e6c727a1dce5c104ce9d,19/02/2023 18:48:32,19/02/2023 19:06:34,19/02/2023 19:07:42,CASILLA,Móvil,Acta PREP,1
'281415C0100','281415C01002',28,TAMAULIPAS,008,Tampico,1415,01,C,00,1,2,348,117,2,119,51,2,0,4,1,54,0,0,0,0,4,0,3,119,119,455,5, ,1,,0478cc09eacece1184ceedbf3c4b6ba3b1f501f74dfe18cdcf28300c74396734,19/02/2023 19:32:07,19/02/2023 20:10:15,19/02/2023 20:10:48,CASILLA,Móvil,Acta PREP,1
'281416B0100','281416B01002',28,TAMAULIPAS,008,Tampico,1416,01,B,00,1,2,446,156,3,159,59,3,1,6,3,81,0,0,0,0,1,0,5,159,159,593,10, ,1,I,89d733cc9ccd6bb790f53c8456601b7eeffcb07edbc30ab754f707ba50590380,19/02/2023 21:20:00,19/02/2023 21:35:45,19/02/2023 21:36:22,CATD,Escáner,Acta PREP,1
'281416C0100','281416C01002',28,TAMAULIPAS,008,Tampico,1416,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,593,8, ,-,-,-,-,-,-,-,-,-,-
'281417B0100','281417B01002',28,TAMAULIPAS,008,Tampico,1417,01,B,00,1,2,586,167,3,170,55,1,2,3,2,102,2,0,0,0,3,0,0,170,170,744,13,,1,D,b0f7fe6c6f120d915b4595c0f7b7b40ba02d36ff95767b2bfe270af79e3e6a6f,19/02/2023 19:54:53,19/02/2023 20:41:19,19/02/2023 20:43:10,CASILLA,Móvil,Acta PREP,1
'281417C0100','281417C01002',28,TAMAULIPAS,008,Tampico,1417,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,744,19, ,-,-,-,-,-,-,-,-,-,-
'281418B0100','281418B01002',28,TAMAULIPAS,008,Tampico,1418,01,B,00,1,2,411,126,3,129,34,0,2,1,11,78,1,1,0,0,1,0,0,129,129,528,10, ,1,I,c88c66850b846c1350cb9bafd6ee78a4c603a60cc2f47a341800487bcdaa2321,19/02/2023 19:26:40,19/02/2023 20:21:49,19/02/2023 20:22:09,CASILLA,Móvil,Acta PREP,1
'281418C0100','281418C01002',28,TAMAULIPAS,008,Tampico,1418,01,C,00,1,2,407,130,2,132,26,2,1,1,8,93,0,0,0,0,0,1,0,132,132,527,20,,1,,a1007dfb31fad5b5bfe74eefa4a15daf0875fc9d41fd1eeeb225ed812de18d37,19/02/2023 19:04:29,19/02/2023 19:30:50,19/02/2023 19:31:48,CASILLA,Móvil,Acta PREP,1
'281419B0100','281419B01002',28,TAMAULIPAS,008,Tampico,1419,01,B,00,1,2,497,157,3,157,29,1,1,5,9,109,Sin dato,Sin dato,Sin dato,Sin dato,2,Sin dato,1,157,157,642,11,['Sin dato'],1,F,05b794100cb3ee9571961342aeb05c0661e1ead752e4f12c8b276befa9259352,19/02/2023 20:47:45,19/02/2023 21:13:35,19/02/2023 21:14:48,CASILLA,Móvil,Acta PREP,1
'281419C0100','281419C01002',28,TAMAULIPAS,008,Tampico,1419,01,C,00,1,2,511,142,0,141,36,5,1,2,3,90,1,1,0,0,2,0,1,5,142,641,13, ,1,F,085a2161e981679eee9c3e79c744c653dcb3e90d63db9587d87f9f06137c015a,19/02/2023 20:54:09,19/02/2023 21:44:34,19/02/2023 21:45:41,CASILLA,Móvil,Acta PREP,1
'281420B0100','281420B01002',28,TAMAULIPAS,008,Tampico,1420,01,B,00,1,2,365,188,2,190,115,6,0,5,1,56,1,0,0,0,1,0,5,190,190,543,13, ,1,,fb8dfff914a66e96a8460f6ee8fb8793ae435bf2f766a132d80fc7af2a162835,19/02/2023 19:30:31,19/02/2023 20:05:19,19/02/2023 20:06:07,CASILLA,Móvil,Acta PREP,1
'281420C0100','281420C01002',28,TAMAULIPAS,008,Tampico,1420,01,C,00,1,2,313,170,1,171,103,5,3,3,4,49,3,0,0,0,1,0,0,171,171,542,11, ,1,,c0c18ecb1db17bc0b73c785a0e4bffef58274a9a29825bb32c71307d1a6daf24,19/02/2023 19:32:48,19/02/2023 20:09:50,19/02/2023 20:10:49,CASILLA,Móvil,Acta PREP,1
'281421B0100','281421B01002',28,TAMAULIPAS,008,Tampico,1421,01,B,00,1,2,516,174,2,176,94,6,0,4,3,58,1,1,0,0,2,0,7,176,176,675,8, ,1,D,584d8d115ee68cd0b05f04e7c060f55cef1d7c064480b5ca884af3a5c7d9ba75,19/02/2023 20:14:50,19/02/2023 21:01:07,19/02/2023 21:01:39,CASILLA,Móvil,Acta PREP,1
'281421C0100','281421C01002',28,TAMAULIPAS,008,Tampico,1421,01,C,00,1,2,502,183,2,185,106,4,0,3,3,63,3,1,0,0,1,0,1,185,185,675,4, ,1,F,84b26db298ee7ffba3e2ffbf954a3451d73480c72b0c773a9895d0dcaee805fa,19/02/2023 20:08:09,19/02/2023 21:29:00,19/02/2023 21:29:24,CASILLA,Móvil,Acta PREP,1
'281422B0100','281422B01002',28,TAMAULIPAS,008,Tampico,1422,01,B,00,1,2,313,102,4,106,39,0,1,3,3,58,0,0,0,0,1,0,1,106,106,407,20,,1,I,2904842bb97c496f2f74f796d69efc976999005c0ebe463214153dd15f3832d7,19/02/2023 19:52:16,19/02/2023 20:40:05,19/02/2023 20:41:03,CASILLA,Móvil,Acta PREP,1
'281422C0100','281422C01002',28,TAMAULIPAS,008,Tampico,1422,01,C,00,1,2,325,107,4,111,41,4,1,3,2,59,0,0,0,0,0,0,1,111,111,406,15, ,1,,ca65fb108013bed0717c8fe066b81d3e2604b8140ee12b3f1b0cf3f8763b7aa1,19/02/2023 19:55:52,19/02/2023 21:20:27,19/02/2023 21:21:16,CASILLA,Móvil,Acta PREP,1
'281423B0100','281423B01002',28,TAMAULIPAS,008,Tampico,1423,01,B,00,1,2,310,127,1,128,36,1,0,1,3,84,2,0,0,0,0,0,1,128,128,425,7, ,1,D,d98fda132db3dfaf6e045255aef76f1eabf09792b2f3b4ba9287a0faf70ae618,19/02/2023 20:13:49,19/02/2023 21:25:55,19/02/2023 21:26:51,CASILLA,Móvil,Acta PREP,1
'281423C0100','281423C01002',28,TAMAULIPAS,008,Tampico,1423,01,C,00,1,2,324,110,1,111,34,3,0,2,5,62,1,0,0,0,2,0,2,111,111,424,13, ,1,I,3fad80b05871d6fb3ee6f6e09f029edaa55c492a19e96f2f0f0b6e6f548c810b,19/02/2023 20:15:35,19/02/2023 20:47:55,19/02/2023 20:48:52,CASILLA,Móvil,Acta PREP,1
'281424B0100','281424B01002',28,TAMAULIPAS,008,Tampico,1424,01,B,00,1,2,491,138,3,Sin dato,28,Sin dato,1,9,5,93,Sin dato,Sin dato,Sin dato,Sin dato,1,Sin dato,1,Sin dato,138,617,18,['Sin dato'],1,D,c2305d1cede87745cb1ecec9e175c7ca06adaa2cb47b53ce1b4806a278d9be56,19/02/2023 19:15:43,19/02/2023 21:42:47,19/02/2023 21:43:13,CASILLA,Móvil,Acta PREP,1
'281424C0100','281424C01002',28,TAMAULIPAS,008,Tampico,1424,01,C,00,1,2,521,137,4,141,33,3,0,5,6,92,0,0,0,0,2,0,0,141,141,616,4, ,1,I,8688d2d66a0014420e479f979269d3ca0329b56b1ae58de9d9fd47e7a897627c,19/02/2023 19:25:56,19/02/2023 20:21:03,19/02/2023 20:21:35,CASILLA,Móvil,Acta PREP,1
'281425B0100','281425B01002',28,TAMAULIPAS,008,Tampico,1425,01,B,00,1,2,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,0,745,20,['Todos los campos vacíos'],0,,e73afc77378677b9cecc3a495534ef0fc7acb96567e82a6e8da6f0dac543cf2d,19/02/2023 20:28:43,19/02/2023 21:06:41,19/02/2023 21:06:59,CASILLA,Móvil,Acta PREP,1
'281426B0100','281426B01002',28,TAMAULIPAS,008,Tampico,1426,01,B,00,1,2,504,105,2,105,39,1,1,2,0,59,Sin dato,1,Sin dato,Sin dato,2,0,0,105,105,597,6,['Sin dato'],1,D,e849bfe0c2e235846df42ff29bb9cb84bd68f1c435483fb38e1c315f0aa0a019,19/02/2023 20:08:32,19/02/2023 20:45:20,19/02/2023 20:46:38,CASILLA,Móvil,Acta PREP,1
'281426C0100','281426C01002',28,TAMAULIPAS,008,Tampico,1426,01,C,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,596,4, ,-,-,-,-,-,-,-,-,-,-
'281427B0100','281427B01002',28,TAMAULIPAS,008,Tampico,1427,01,B,00,1,2,511,134,0,133,46,0,0,0,5,75,0,1,0,0,3,0,3,133,133,633,20, ,1,,4e6f200d88e62c57ac746015606c8342e9cc4545d36257b821ecd71734abf896,19/02/2023 19:07:43,19/02/2023 19:33:15,19/02/2023 19:33:34,CASILLA,Móvil,Acta PREP,1
'281427C0100','281427C01002',28,TAMAULIPAS,008,Tampico,1427,01,C,00,1,2,508,136,1,137,42,2,6,2,4,76,0,1,0,0,2,0,2,137,137,633,3, ,1,D,781c87928286ada72cc77ceef0e8acd5f5394b1f020617d5622804afe3d7754c,19/02/2023 19:41:26,19/02/2023 20:33:53,19/02/2023 20:35:16,CASILLA,Móvil,Acta PREP,1
'281427C0200','281427C02002',28,TAMAULIPAS,008,Tampico,1427,02,C,00,1,2,514,127,4,132,42,1,2,4,8,71,0,0,0,0,4,0,0,132,132,633,3, ,1,F,ecf7ec0805f80fc560f2ffcb9c424711a6ec6f74692cb52a72c50fe8dd377825,19/02/2023 20:07:43,19/02/2023 20:45:15,19/02/2023 20:45:43,CASILLA,Móvil,Acta PREP,1
'281427C0300','281427C03002',28,TAMAULIPAS,008,Tampico,1427,03,C,00,1,2,505,139,101,140,38,2,2,2,2,89,0,0,0,0,0,0,5,140,140,633,4, ,1,,a75e80cbb5032df00666dd5458f66700da4a4af1b60f2090d3d5ca3d34ec50f0,19/02/2023 20:13:07,19/02/2023 20:48:15,19/02/2023 20:49:06,CASILLA,Móvil,Acta PREP,1
'281428B0100','281428B01002',28,TAMAULIPAS,008,Tampico,1428,01,B,00,1,2,548,172,3,173,26,1,3,6,8,126,1,0,0,0,0,0,2,173,173,688,2, ,1,,9ec6b3af06e11c61bec2ff24973f9de563300882a2da7143c2594b3178017484,19/02/2023 23:25:00,19/02/2023 23:46:00,19/02/2023 23:46:20,CATD,Escáner,Acta PREP,1
'281428C0100','281428C01002',28,TAMAULIPAS,008,Tampico,1428,01,C,00,1,2,525,171,1,172,45,2,0,11,4,101,Sin dato,Sin dato,Sin dato,Sin dato,7,Sin dato,Sin dato,172,170,687,2,['Sin dato'],1,D,3aa87ec90584348f78760629d99b991046c2f2ec0d5624c6a02711e4da74260e,19/02/2023 23:24:00,19/02/2023 23:50:22,19/02/2023 23:50:57,CATD,Escáner,Acta PREP,1
'281429B0100','281429B01002',28,TAMAULIPAS,008,Tampico,1429,01,B,00,1,2,295,140,2,142,75,4,0,4,1,55,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,1,2,142,142,425,7,['Sin dato'],1,I,db6fbba10e4d9cbd826c3cc798541ae125182878db018373274c72b87af09ccf,19/02/2023 19:10:51,19/02/2023 19:38:02,19/02/2023 19:38:31,CASILLA,Móvil,Acta PREP,1
'281429C0100','281429C01002',28,TAMAULIPAS,008,Tampico,1429,01,C,00,1,2,316,118,2,120,69,3,0,0,0,44,0,0,0,0,2,0,2,120,120,424,14, ,1,F,d495914ce71292f0c98ed71cf65da86c8d5cbadd73e1be498674790ff6db7f1b,19/02/2023 19:48:54,19/02/2023 21:05:10,19/02/2023 21:06:04,CASILLA,Móvil,Acta PREP,1
'281430B0100','281430B01002',28,TAMAULIPAS,008,Tampico,1430,01,B,00,1,2,464,128,2,130,52,5,2,3,3,64,0,0,0,0,0,0,1,130,130,582,8, ,1,F,dab1af099fffcb60e5ed6054ab684cf0a33249e737df2c87af8ef4b2dbf5b2e5,19/02/2023 19:11:34,19/02/2023 19:37:50,19/02/2023 19:38:22,CASILLA,Móvil,Acta PREP,1
'281431B0100','281431B01002',28,TAMAULIPAS,008,Tampico,1431,01,B,00,1,2,559,152,2,154,49,3,1,3,4,86,1,0,1,0,5,0,1,154,154,701,2, ,1,I,8e648becf226ad52ca396da0cf34e2a36bb04ba6fbc98fed0199e7f7a8ad78dd,19/02/2023 20:38:03,19/02/2023 21:45:07,19/02/2023 21:45:55,CASILLA,Móvil,Acta PREP,1
'281432B0100','281432B01002',28,TAMAULIPAS,008,Tampico,1432,01,B,00,1,2,598,157,3,157,26,4,0,4,12,104,0,0,0,0,6,0,1,157,157,743,14, ,1,D,a444904d54736269b82376a1d0fc497a795d2f55b1cbb0f713c530d692665670,19/02/2023 20:02:47,19/02/2023 20:43:28,19/02/2023 20:44:06,CASILLA,Móvil,Acta PREP,1
'281432C0100','281432C01002',28,TAMAULIPAS,008,Tampico,1432,01,C,00,1,2,615,136,2,139,24,3,0,2,7,98,0,0,0,0,3,0,2,139,139,742,13, ,1,I,c024a8aadce65b3b40099edf8f2010e9903cafcaebea5959d2a940b001d28605,19/02/2023 19:53:44,19/02/2023 22:08:39,19/02/2023 22:09:11,CASILLA,Móvil,Acta PREP,1
'281433B0100','281433B01002',28,TAMAULIPAS,008,Tampico,1433,01,B,00,1,2,542,150,3,153,41,4,1,1,7,97,0,0,0,0,2,0,0,153,153,683,2, ,1,I,300d86928d78a07a6f7ab9da335df0e73771ec0a42ff19a245c42f0d23a3adf9,19/02/2023 19:02:48,19/02/2023 20:04:53,19/02/2023 20:06:28,CASILLA,Móvil,Acta PREP,1
'281434B0100','281434B01002',28,TAMAULIPAS,008,Tampico,1434,01,B,00,1,2,341,91,2,93,26,0,0,1,1,61,2,0,0,0,1,0,1,93,93,422,8, ,1,I,d6ae24b5b5b12d7a8c145671384b2409724db917cf1576eea8470a86019a5507,19/02/2023 19:14:56,19/02/2023 20:09:10,19/02/2023 20:09:51,CASILLA,Móvil,Acta PREP,1
'281434C0100','281434C01002',28,TAMAULIPAS,008,Tampico,1434,01,C,00,1,2,327,103,3,106,19,0,0,4,6,69,0,0,0,0,5,1,2,106,106,421,7, ,1,D,655baceca672b8eb9c4c29e1d40cb617c1d7e19f07d9ff2befcd860fd3845f4a,19/02/2023 19:30:53,19/02/2023 21:19:44,19/02/2023 21:20:07,CASILLA,Móvil,Acta PREP,1
'281435B0100','281435B01002',28,TAMAULIPAS,008,Tampico,1435,01,B,00,1,2,333,82,1,83,12,0,1,4,4,53,0,1,0,0,5,0,3,83,83,404,13, ,1,I,5f0d1df5895e965d22debad5384e0e9843bb87cceaca251ba7ac0d310efbc135,19/02/2023 19:58:16,19/02/2023 21:31:01,19/02/2023 21:31:30,CASILLA,Móvil,Acta PREP,1
'281435C0100','281435C01002',28,TAMAULIPAS,008,Tampico,1435,01,C,00,1,2,318,95,2,97,12,2,0,2,5,69,0,0,0,0,6,0,1,97,97,403,16, ,1,D,fd08b8b7cf5b81236a65ca5aaed93ae13dac983f8c2a52efb83c1677e241df27,19/02/2023 19:49:24,19/02/2023 20:52:02,19/02/2023 20:52:18,CASILLA,Móvil,Acta PREP,1
'281436B0100','281436B01002',28,TAMAULIPAS,008,Tampico,1436,01,B,00,1,2,361,107,3,110,21,1,0,1,2,78,2,0,0,0,4,0,1,110,110,460,8, ,1,F,3ccd935a3db1d341756bbd2b63deec0c87614f226462f4d9bd08f7500428d3b9,19/02/2023 20:28:52,19/02/2023 22:14:33,19/02/2023 22:15:15,CASILLA,Móvil,Acta PREP,1
'281436C0100','281436C01002',28,TAMAULIPAS,008,Tampico,1436,01,C,00,1,2,Sin dato,Sin dato,2,92,21,Sin dato,Sin dato,2,6,63,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,92,92,459,9,['Sin dato'],1,F,a7fa6157479af23f6646a29328bd9df835914d9d789fdfbb8d31e90ba6f092d7,19/02/2023 20:40:30,19/02/2023 21:50:14,19/02/2023 21:50:35,CASILLA,Móvil,Acta PREP,1
'281437B0100','281437B01002',28,TAMAULIPAS,008,Tampico,1437,01,B,00,1,2,425,120,3,123,32,4,0,1,3,79,1,1,0,0,1,0,1,123,123,536,15, ,1,,83d134235a48d282beb59f804abd6a2c30a6dbbdb2489b68a7251cf24b3f1eb8,19/02/2023 19:55:18,19/02/2023 21:07:38,19/02/2023 21:08:25,CASILLA,Móvil,Acta PREP,1
'281437C0100','281437C01002',28,TAMAULIPAS,008,Tampico,1437,01,C,00,1,2,417,128,2,130,34,6,1,7,4,72,1,0,0,0,2,0,3,130,130,535,13, ,1,F,7ce0dbab4b28d8c2674d8f7a6f7edf568000223ef0d71bbd0c518a83f50bf5c9,19/02/2023 19:46:31,19/02/2023 21:03:35,19/02/2023 21:04:04,CASILLA,Móvil,Acta PREP,1
'281438B0100','281438B01002',28,TAMAULIPAS,008,Tampico,1438,01,B,00,1,2,343,100,2,102,23,0,1,1,6,66,0,0,0,0,3,1,1,102,102,433,1,,1,D,2c6abdb1fcef2afb11d0218d4f286c7ca5b2febe9e419bc77356fce83d1476a8,19/02/2023 19:29:35,19/02/2023 20:07:16,19/02/2023 20:08:15,CASILLA,Móvil,Acta PREP,1
'281439B0100','281439B01002',28,TAMAULIPAS,008,Tampico,1439,01,B,00,1,2,364,106,1,104,28,1,1,1,3,68,1,Sin dato,Sin dato,Sin dato,1,Sin dato,2,106,106,458,20,['Sin dato'],1,I,1bcdebc78afdc407f6854d27a6fa44d74fdec6198c3e087a05910c8b7db12670,19/02/2023 20:00:39,19/02/2023 22:24:22,19/02/2023 22:25:47,CASILLA,Móvil,Acta PREP,1
'281439C0100','281439C01002',28,TAMAULIPAS,008,Tampico,1439,01,C,00,1,2,343,124,2,126,47,1,0,2,3,72,0,0,0,0,0,0,1,126,126,457,15, ,1,I,38a57c5b2da02b6a135c2b9551d678455632e68396d544098e80edc0f03fd17b,19/02/2023 20:09:17,19/02/2023 20:46:57,19/02/2023 20:47:33,CASILLA,Móvil,Acta PREP,1
'281440B0100','281440B01002',28,TAMAULIPAS,008,Tampico,1440,01,B,00,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,426,19, ,-,-,-,-,-,-,-,-,-,-
